PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11,HID
2547,E02000001,1,61,2,826
2548,E02000001,1,61,2,1305
2549,E02000001,1,61,2,5179
2550,E02000001,1,61,2,1625
2551,E02000001,1,61,2,307
2552,E02000001,1,61,2,1180
2553,E02000001,1,61,2,4228
2554,E02000001,1,61,3,4134
2555,E02000001,1,61,4,3412
2556,E02000001,1,61,4,1497
2557,E02000001,1,61,4,3079
2558,E02000001,1,61,4,1701
2559,E02000001,1,61,4,1462
2560,E02000001,1,61,4,1219
2561,E02000001,1,61,4,2971
2562,E02000001,1,61,4,1709
2563,E02000001,1,61,4,428
2564,E02000001,1,61,4,4829
2565,E02000001,1,61,5,3138
2566,E02000001,1,61,6,4072
2567,E02000001,1,61,6,4405
2568,E02000001,1,61,6,561
2569,E02000001,1,61,6,2921
2570,E02000001,1,61,6,4786
2571,E02000001,1,61,6,2246
2572,E02000001,1,61,7,825
2573,E02000001,1,61,7,4932
2574,E02000001,1,62,2,3438
2575,E02000001,1,62,2,1986
2576,E02000001,1,62,2,4176
2577,E02000001,1,62,2,3558
2578,E02000001,1,62,2,1631
2579,E02000001,1,62,2,3063
2580,E02000001,1,62,2,505
2581,E02000001,1,62,2,2279
2582,E02000001,1,62,2,5516
2583,E02000001,1,62,2,810
2584,E02000001,1,62,2,4884
2585,E02000001,1,62,2,670
2586,E02000001,1,62,2,864
2587,E02000001,1,62,2,621
2588,E02000001,1,62,2,3974
2589,E02000001,1,62,2,4109
2590,E02000001,1,62,2,299
2591,E02000001,1,62,2,4870
2592,E02000001,1,62,2,184
2593,E02000001,1,62,2,1802
2594,E02000001,1,62,2,2663
2595,E02000001,1,62,2,2364
2596,E02000001,1,62,2,1785
2597,E02000001,1,62,2,2608
2598,E02000001,1,62,2,1919
2599,E02000001,1,62,2,4122
2600,E02000001,1,62,2,199
2601,E02000001,1,62,2,1122
2602,E02000001,1,62,3,1148
2603,E02000001,1,62,4,4975
2604,E02000001,1,62,4,1995
2605,E02000001,1,62,4,4223
2606,E02000001,1,62,4,4193
2607,E02000001,1,62,4,4201
2608,E02000001,1,62,4,69
2609,E02000001,1,62,4,328
2610,E02000001,1,62,4,1382
2611,E02000001,1,62,4,1781
2612,E02000001,1,62,6,332
2613,E02000001,1,62,6,324
2614,E02000001,1,62,7,70
2615,E02000001,1,62,8,2132
2616,E02000001,1,62,8,3448
2617,E02000001,1,63,2,5431
2618,E02000001,1,63,2,2526
2619,E02000001,1,63,2,4237
2620,E02000001,1,63,2,1469
2621,E02000001,1,63,2,248
2622,E02000001,1,63,2,5151
2623,E02000001,1,63,2,4663
2624,E02000001,1,63,2,4839
2625,E02000001,1,63,2,4887
2626,E02000001,1,63,2,2648
2627,E02000001,1,63,2,5188
2628,E02000001,1,63,2,1053
2629,E02000001,1,63,2,5164
2630,E02000001,1,63,2,1488
2631,E02000001,1,63,2,3411
2632,E02000001,1,63,2,1723
2633,E02000001,1,63,2,2974
2634,E02000001,1,63,2,882
2635,E02000001,1,63,2,4943
2636,E02000001,1,63,2,304
2637,E02000001,1,63,2,3875
2638,E02000001,1,63,2,1509
2639,E02000001,1,63,2,1873
2640,E02000001,1,63,2,3979
2641,E02000001,1,63,2,4830
2642,E02000001,1,63,2,2921
2643,E02000001,1,63,2,4078
2644,E02000001,1,63,2,704
2645,E02000001,1,63,2,4786
2646,E02000001,1,63,2,2246
2647,E02000001,1,63,2,399
2648,E02000001,1,63,4,2072
2649,E02000001,1,63,4,427
2650,E02000001,1,63,4,1553
2651,E02000001,1,63,4,172
2652,E02000001,1,63,4,1171
2653,E02000001,1,63,4,490
2654,E02000001,1,63,4,4967
2655,E02000001,1,63,5,1148
2656,E02000001,1,63,6,4129
2657,E02000001,1,63,6,3979
2658,E02000001,1,63,6,204
2659,E02000001,1,63,6,3481
2660,E02000001,1,63,7,1919
2661,E02000001,1,63,8,2273
2662,E02000001,1,64,2,639
2663,E02000001,1,64,2,1961
2664,E02000001,1,64,2,3470
2665,E02000001,1,64,2,1595
2666,E02000001,1,64,2,1333
2667,E02000001,1,64,2,2837
2668,E02000001,1,64,2,4629
2669,E02000001,1,64,2,3598
2670,E02000001,1,64,2,841
2671,E02000001,1,64,2,3098
2672,E02000001,1,64,2,1770
2673,E02000001,1,64,2,4677
2674,E02000001,1,64,2,5285
2675,E02000001,1,64,2,2856
2676,E02000001,1,64,2,3675
2677,E02000001,1,64,2,2210
2678,E02000001,1,64,2,891
2679,E02000001,1,64,2,74
2680,E02000001,1,64,2,1878
2681,E02000001,1,64,2,1382
2682,E02000001,1,64,2,4688
2683,E02000001,1,64,2,1551
2684,E02000001,1,64,2,3216
2685,E02000001,1,64,2,1170
2686,E02000001,1,64,2,5392
2687,E02000001,1,64,2,1701
2688,E02000001,1,64,3,4435
2689,E02000001,1,64,4,3678
2690,E02000001,1,64,4,5521
2691,E02000001,1,64,4,4195
2692,E02000001,1,64,4,2163
2693,E02000001,1,64,4,1624
2694,E02000001,1,64,4,1541
2695,E02000001,1,64,4,4039
2696,E02000001,1,64,5,3926
2697,E02000001,1,64,5,962
2698,E02000001,1,64,6,4408
2699,E02000001,1,64,6,4944
2700,E02000001,1,64,6,1705
2701,E02000001,1,64,6,4408
2702,E02000001,1,64,7,4431
2703,E02000001,1,64,7,681
2704,E02000001,1,64,7,3396
2705,E02000001,1,65,2,5186
2706,E02000001,1,65,2,2632
2707,E02000001,1,65,2,2850
2708,E02000001,1,65,2,3149
2709,E02000001,1,65,2,5494
2710,E02000001,1,65,2,1378
2711,E02000001,1,65,2,1505
2712,E02000001,1,65,2,4893
2713,E02000001,1,65,2,5492
2714,E02000001,1,65,2,3966
2715,E02000001,1,65,2,5385
2716,E02000001,1,65,2,2628
2717,E02000001,1,65,2,888
2718,E02000001,1,65,2,3994
2719,E02000001,1,65,2,3062
2720,E02000001,1,65,2,1205
2721,E02000001,1,65,2,4120
2722,E02000001,1,65,2,2110
2723,E02000001,1,65,2,492
2724,E02000001,1,65,2,344
2725,E02000001,1,65,2,4039
2726,E02000001,1,65,3,298
2727,E02000001,1,65,4,2949
2728,E02000001,1,65,4,4441
2729,E02000001,1,65,4,2617
2730,E02000001,1,65,4,1481
2731,E02000001,1,65,4,46
2732,E02000001,1,65,4,2539
2733,E02000001,1,65,4,1173
2734,E02000001,1,65,4,1722
2735,E02000001,1,65,5,1969
2736,E02000001,1,65,6,4787
2737,E02000001,1,65,6,1305
2738,E02000001,1,65,6,307
2739,E02000001,1,65,6,449
2740,E02000001,1,65,6,191
2741,E02000001,1,65,7,1208
2742,E02000001,1,65,8,4803
2743,E02000001,1,66,2,4914
2744,E02000001,1,66,2,936
2745,E02000001,1,66,2,730
2746,E02000001,1,66,2,5266
2747,E02000001,1,66,2,4921
2748,E02000001,1,66,2,2221
2749,E02000001,1,66,2,3759
2750,E02000001,1,66,2,15
2751,E02000001,1,66,2,1614
2752,E02000001,1,66,2,3872
2753,E02000001,1,66,2,2590
2754,E02000001,1,66,2,419
2755,E02000001,1,66,2,2863
2756,E02000001,1,66,2,1682
2757,E02000001,1,66,2,2002
2758,E02000001,1,66,2,5194
2759,E02000001,1,66,2,863
2760,E02000001,1,66,2,1597
2761,E02000001,1,66,2,2191
2762,E02000001,1,66,2,3260
2763,E02000001,1,66,2,509
2764,E02000001,1,66,2,5183
2765,E02000001,1,66,2,773
2766,E02000001,1,66,2,1706
2767,E02000001,1,66,2,785
2768,E02000001,1,66,2,3079
2769,E02000001,1,66,2,1555
2770,E02000001,1,66,2,4787
2771,E02000001,1,66,4,1400
2772,E02000001,1,66,4,2501
2773,E02000001,1,66,4,4688
2774,E02000001,1,66,4,3495
2775,E02000001,1,66,4,2845
2776,E02000001,1,66,4,201
2777,E02000001,1,66,4,4079
2778,E02000001,1,66,5,1618
2779,E02000001,1,66,6,4013
2780,E02000001,1,66,6,2172
2781,E02000001,1,66,6,5510
2782,E02000001,1,66,6,3626
2783,E02000001,1,66,6,4937
2784,E02000001,1,66,7,5482
2785,E02000001,1,66,7,5131
2786,E02000001,1,66,8,2521
2787,E02000001,1,67,2,3095
2788,E02000001,1,67,2,4362
2789,E02000001,1,67,2,975
2790,E02000001,1,67,2,4102
2791,E02000001,1,67,2,1363
2792,E02000001,1,67,2,5296
2793,E02000001,1,67,2,3240
2794,E02000001,1,67,2,4865
2795,E02000001,1,67,2,726
2796,E02000001,1,67,2,526
2797,E02000001,1,67,2,1075
2798,E02000001,1,67,2,1221
2799,E02000001,1,67,2,4442
2800,E02000001,1,67,2,2057
2801,E02000001,1,67,2,4217
2802,E02000001,1,67,2,355
2803,E02000001,1,67,2,280
2804,E02000001,1,67,2,4229
2805,E02000001,1,67,2,5442
2806,E02000001,1,67,2,154
2807,E02000001,1,67,2,192
2808,E02000001,1,67,2,1307
2809,E02000001,1,67,2,1497
2810,E02000001,1,67,2,3926
2811,E02000001,1,67,2,4373
2812,E02000001,1,67,2,2115
2813,E02000001,1,67,2,962
2814,E02000001,1,67,2,4944
2815,E02000001,1,67,2,4003
2816,E02000001,1,67,2,5330
2817,E02000001,1,67,2,3626
2818,E02000001,1,67,2,4196
2819,E02000001,1,67,2,5262
2820,E02000001,1,67,2,4829
2821,E02000001,1,67,3,133
2822,E02000001,1,67,3,2225
2823,E02000001,1,67,3,3813
2824,E02000001,1,67,4,4051
2825,E02000001,1,67,4,5381
2826,E02000001,1,67,4,197
2827,E02000001,1,67,4,1286
2828,E02000001,1,67,4,1518
2829,E02000001,1,67,4,4003
2830,E02000001,1,67,4,894
2831,E02000001,1,67,4,159
2832,E02000001,1,67,5,5331
2833,E02000001,1,67,5,158
2834,E02000001,1,67,6,1203
2835,E02000001,1,67,6,1801
2836,E02000001,1,67,6,3917
2837,E02000001,1,67,6,4692
2838,E02000001,1,67,6,5135
2839,E02000001,1,67,6,4069
2840,E02000001,1,67,6,1097
2841,E02000001,1,68,2,1932
2842,E02000001,1,68,2,874
2843,E02000001,1,68,2,4115
2844,E02000001,1,68,2,1763
2845,E02000001,1,68,2,4908
2846,E02000001,1,68,2,3253
2847,E02000001,1,68,2,731
2848,E02000001,1,68,2,1162
2849,E02000001,1,68,2,4658
2850,E02000001,1,68,2,292
2851,E02000001,1,68,2,1042
2852,E02000001,1,68,2,848
2853,E02000001,1,68,2,3780
2854,E02000001,1,68,2,3837
2855,E02000001,1,68,2,4646
2856,E02000001,1,68,2,2502
2857,E02000001,1,68,2,551
2858,E02000001,1,68,2,4211
2859,E02000001,1,68,2,245
2860,E02000001,1,68,2,5328
2861,E02000001,1,68,2,2371
2862,E02000001,1,68,2,1977
2863,E02000001,1,68,3,4456
2864,E02000001,1,68,4,1301
2865,E02000001,1,68,4,4413
2866,E02000001,1,68,4,2369
2867,E02000001,1,68,4,152
2868,E02000001,1,68,4,1076
2869,E02000001,1,68,4,5525
2870,E02000001,1,68,4,5134
2871,E02000001,1,68,5,1126
2872,E02000001,1,68,6,5213
2873,E02000001,1,68,6,4373
2874,E02000001,1,68,6,4078
2875,E02000001,1,68,7,3193
2876,E02000001,1,68,8,5306
2877,E02000001,1,68,8,3881
2878,E02000001,1,69,2,1868
2879,E02000001,1,69,2,1637
2880,E02000001,1,69,2,4877
2881,E02000001,1,69,2,3491
2882,E02000001,1,69,2,1293
2883,E02000001,1,69,2,1442
2884,E02000001,1,69,2,3948
2885,E02000001,1,69,2,5282
2886,E02000001,1,69,2,4750
2887,E02000001,1,69,2,3475
2888,E02000001,1,69,2,1608
2889,E02000001,1,69,2,3908
2890,E02000001,1,69,2,3273
2891,E02000001,1,69,2,3218
2892,E02000001,1,69,2,3832
2893,E02000001,1,69,2,5525
2894,E02000001,1,69,2,5326
2895,E02000001,1,69,2,5134
2896,E02000001,1,69,2,1126
2897,E02000001,1,69,2,1541
2898,E02000001,1,69,2,4967
2899,E02000001,1,69,2,185
2900,E02000001,1,69,2,428
2901,E02000001,1,69,2,4937
2902,E02000001,1,69,3,4368
2903,E02000001,1,69,3,1112
2904,E02000001,1,69,4,3852
2905,E02000001,1,69,4,2085
2906,E02000001,1,69,4,2383
2907,E02000001,1,69,4,5
2908,E02000001,1,69,4,304
2909,E02000001,1,69,4,2973
2910,E02000001,1,69,4,169
2911,E02000001,1,69,4,2206
2912,E02000001,1,69,4,185
2913,E02000001,1,69,5,1778
2914,E02000001,1,69,6,3960
2915,E02000001,1,69,6,1516
2916,E02000001,1,69,6,5170
2917,E02000001,1,69,6,2608
2918,E02000001,1,69,7,3102
2919,E02000001,1,70,2,2622
2920,E02000001,1,70,2,1393
2921,E02000001,1,70,2,4639
2922,E02000001,1,70,2,3992
2923,E02000001,1,70,2,1772
2924,E02000001,1,70,2,5159
2925,E02000001,1,70,2,2556
2926,E02000001,1,70,2,4160
2927,E02000001,1,70,2,216
2928,E02000001,1,70,2,2890
2929,E02000001,1,70,2,5458
2930,E02000001,1,70,2,1388
2931,E02000001,1,70,2,1474
2932,E02000001,1,70,2,2227
2933,E02000001,1,70,2,3559
2934,E02000001,1,70,2,1522
2935,E02000001,1,70,2,4433
2936,E02000001,1,70,4,4462
2937,E02000001,1,70,4,1996
2938,E02000001,1,70,4,1391
2939,E02000001,1,70,4,206
2940,E02000001,1,70,4,4377
2941,E02000001,1,70,6,3393
2942,E02000001,1,70,6,3921
2943,E02000001,1,70,6,2536
2944,E02000001,1,70,6,1938
2945,E02000001,1,70,6,5330
2946,E02000001,1,70,8,3097
2947,E02000001,1,71,2,2940
2948,E02000001,1,71,2,2905
2949,E02000001,1,71,2,1683
2950,E02000001,1,71,2,4157
2951,E02000001,1,71,2,1740
2952,E02000001,1,71,2,206
2953,E02000001,1,71,2,201
2954,E02000001,1,71,2,3921
2955,E02000001,1,71,2,2206
2956,E02000001,1,71,2,2671
2957,E02000001,1,71,2,1620
2958,E02000001,1,71,2,2536
2959,E02000001,1,71,2,1618
2960,E02000001,1,71,2,5378
2961,E02000001,1,71,2,1722
2962,E02000001,1,71,2,1529
2963,E02000001,1,71,2,1938
2964,E02000001,1,71,2,1778
2965,E02000001,1,71,2,5207
2966,E02000001,1,71,2,894
2967,E02000001,1,71,2,838
2968,E02000001,1,71,2,3960
2969,E02000001,1,71,2,4129
2970,E02000001,1,71,3,3115
2971,E02000001,1,71,3,3959
2972,E02000001,1,71,3,3448
2973,E02000001,1,71,3,431
2974,E02000001,1,71,4,3988
2975,E02000001,1,71,4,5378
2976,E02000001,1,71,4,2315
2977,E02000001,1,71,4,164
2978,E02000001,1,71,4,2046
2979,E02000001,1,71,4,72
2980,E02000001,1,71,4,348
2981,E02000001,1,71,5,1990
2982,E02000001,1,71,5,456
2983,E02000001,1,71,6,37
2984,E02000001,1,71,6,2948
2985,E02000001,1,71,6,4618
2986,E02000001,1,71,6,5288
2987,E02000001,1,71,6,514
2988,E02000001,1,71,6,2247
2989,E02000001,1,71,6,1702
2990,E02000001,1,72,2,1629
2991,E02000001,1,72,2,1114
2992,E02000001,1,72,2,1270
2993,E02000001,1,72,2,4155
2994,E02000001,1,72,2,129
2995,E02000001,1,72,2,3785
2996,E02000001,1,72,2,272
2997,E02000001,1,72,2,824
2998,E02000001,1,72,2,4341
2999,E02000001,1,72,2,2306
3000,E02000001,1,72,2,1211
3001,E02000001,1,72,2,1837
3002,E02000001,1,72,2,2831
3003,E02000001,1,72,2,1741
3004,E02000001,1,72,2,1368
3005,E02000001,1,72,2,2060
3006,E02000001,1,72,2,5213
3007,E02000001,1,72,2,431
3008,E02000001,1,72,2,1653
3009,E02000001,1,72,3,5326
3010,E02000001,1,72,4,1551
3011,E02000001,1,72,4,1653
3012,E02000001,1,72,4,1620
3013,E02000001,1,72,4,838
3014,E02000001,1,72,5,5262
3015,E02000001,1,72,6,3434
3016,E02000001,1,72,6,3910
3017,E02000001,1,72,7,2887
3018,E02000001,1,72,8,4079
3019,E02000001,1,73,2,3562
3020,E02000001,1,73,2,3156
3021,E02000001,1,73,2,2625
3022,E02000001,1,73,2,3459
3023,E02000001,1,73,2,1471
3024,E02000001,1,73,2,2040
3025,E02000001,1,73,2,5289
3026,E02000001,1,73,2,2914
3027,E02000001,1,73,2,89
3028,E02000001,1,73,2,168
3029,E02000001,1,73,2,3270
3030,E02000001,1,73,2,795
3031,E02000001,1,73,2,5254
3032,E02000001,1,73,2,645
3033,E02000001,1,73,3,2673
3034,E02000001,1,73,4,5303
3035,E02000001,1,73,4,2671
3036,E02000001,1,73,4,4051
3037,E02000001,1,73,6,279
3038,E02000001,1,73,6,1468
3039,E02000001,1,73,6,2164
3040,E02000001,1,73,7,3582
3041,E02000001,1,73,8,764
3042,E02000001,1,74,2,5399
3043,E02000001,1,74,2,2542
3044,E02000001,1,74,2,3756
3045,E02000001,1,74,2,2623
3046,E02000001,1,74,2,3792
3047,E02000001,1,74,2,242
3048,E02000001,1,74,2,1960
3049,E02000001,1,74,2,2933
3050,E02000001,1,74,2,4227
3051,E02000001,1,74,2,2952
3052,E02000001,1,74,2,1308
3053,E02000001,1,74,2,4672
3054,E02000001,1,74,2,5208
3055,E02000001,1,74,2,3495
3056,E02000001,1,74,2,46
3057,E02000001,1,74,2,2973
3058,E02000001,1,74,3,4911
3059,E02000001,1,74,4,5537
3060,E02000001,1,74,4,3855
3061,E02000001,1,74,4,1877
3062,E02000001,1,74,4,390
3063,E02000001,1,74,4,1547
3064,E02000001,1,74,4,771
3065,E02000001,1,74,4,360
3066,E02000001,1,74,5,4867
3067,E02000001,1,74,5,1510
3068,E02000001,1,74,6,2968
3069,E02000001,1,74,6,1077
3070,E02000001,1,74,8,5201
3071,E02000001,1,75,2,737
3072,E02000001,1,75,2,4340
3073,E02000001,1,75,2,1185
3074,E02000001,1,75,2,140
3075,E02000001,1,75,2,3581
3076,E02000001,1,75,2,1091
3077,E02000001,1,75,2,5491
3078,E02000001,1,75,2,2930
3079,E02000001,1,75,2,2942
3080,E02000001,1,75,2,1111
3081,E02000001,1,75,2,1840
3082,E02000001,1,75,2,1991
3083,E02000001,1,75,2,2362
3084,E02000001,1,75,2,4
3085,E02000001,1,75,2,1463
3086,E02000001,1,75,2,2343
3087,E02000001,1,75,2,3749
3088,E02000001,1,75,2,174
3089,E02000001,1,75,2,432
3090,E02000001,1,75,2,648
3091,E02000001,1,75,2,3620
3092,E02000001,1,75,2,1910
3093,E02000001,1,75,2,3080
3094,E02000001,1,75,3,3569
3095,E02000001,1,75,3,430
3096,E02000001,1,75,3,5207
3097,E02000001,1,75,4,5484
3098,E02000001,1,75,4,5170
3099,E02000001,1,75,4,1486
3100,E02000001,1,75,4,4871
3101,E02000001,1,75,4,4037
3102,E02000001,1,75,4,3452
3103,E02000001,1,75,4,33
3104,E02000001,1,75,4,1720
3105,E02000001,1,75,6,522
3106,E02000001,1,75,6,1214
3107,E02000001,1,75,6,4972
3108,E02000001,1,75,6,4042
3109,E02000001,1,75,7,4147
3110,E02000001,1,75,7,5369
3111,E02000001,1,76,2,4553
3112,E02000001,1,76,2,2530
3113,E02000001,1,76,2,2586
3114,E02000001,1,76,2,4825
3115,E02000001,1,76,2,1988
3116,E02000001,1,76,2,266
3117,E02000001,1,76,2,2192
3118,E02000001,1,76,2,1635
3119,E02000001,1,76,2,696
3120,E02000001,1,76,2,1356
3121,E02000001,1,76,2,1049
3122,E02000001,1,76,2,3871
3123,E02000001,1,76,2,4055
3124,E02000001,1,76,2,1146
3125,E02000001,1,76,2,203
3126,E02000001,1,76,2,3264
3127,E02000001,1,76,2,434
3128,E02000001,1,76,3,2047
3129,E02000001,1,76,4,3283
3130,E02000001,1,76,4,1880
3131,E02000001,1,76,4,5176
3132,E02000001,1,76,4,3210
3133,E02000001,1,76,4,5393
3134,E02000001,1,76,5,398
3135,E02000001,1,76,5,2078
3136,E02000001,1,76,6,4686
3137,E02000001,1,76,6,3075
3138,E02000001,1,76,7,4745
3139,E02000001,1,76,7,2975
3140,E02000001,1,76,8,1779
3141,E02000001,1,76,8,3870
3142,E02000001,1,77,2,2910
3143,E02000001,1,77,2,2965
3144,E02000001,1,77,2,3239
3145,E02000001,1,77,2,1512
3146,E02000001,1,77,2,5277
3147,E02000001,1,77,2,5499
3148,E02000001,1,77,2,409
3149,E02000001,1,77,2,4330
3150,E02000001,1,77,2,653
3151,E02000001,1,77,2,4923
3152,E02000001,1,77,2,4398
3153,E02000001,1,77,2,183
3154,E02000001,1,77,2,2177
3155,E02000001,1,77,2,5520
3156,E02000001,1,77,2,4432
3157,E02000001,1,77,2,2182
3158,E02000001,1,77,2,313
3159,E02000001,1,77,4,2661
3160,E02000001,1,77,4,831
3161,E02000001,1,77,4,2115
3162,E02000001,1,77,4,3398
3163,E02000001,1,77,4,1358
3164,E02000001,1,77,5,3110
3165,E02000001,1,77,6,5177
3166,E02000001,1,77,6,4349
3167,E02000001,1,77,6,589
3168,E02000001,1,78,2,2048
3169,E02000001,1,78,2,2070
3170,E02000001,1,78,2,3188
3171,E02000001,1,78,2,928
3172,E02000001,1,78,2,4949
3173,E02000001,1,78,2,1044
3174,E02000001,1,78,2,616
3175,E02000001,1,78,2,4627
3176,E02000001,1,78,2,631
3177,E02000001,1,78,2,622
3178,E02000001,1,78,2,3408
3179,E02000001,1,78,2,1936
3180,E02000001,1,78,4,1975
3181,E02000001,1,78,4,1117
3182,E02000001,1,78,4,2858
3183,E02000001,1,78,6,3676
3184,E02000001,1,78,6,559
3185,E02000001,1,78,6,2607
3186,E02000001,1,78,6,1807
3187,E02000001,1,79,2,1377
3188,E02000001,1,79,2,2650
3189,E02000001,1,79,2,3191
3190,E02000001,1,79,2,189
3191,E02000001,1,79,2,2151
3192,E02000001,1,79,2,3233
3193,E02000001,1,79,2,734
3194,E02000001,1,79,2,3065
3195,E02000001,1,79,4,1976
3196,E02000001,1,79,4,1519
3197,E02000001,1,79,4,426
3198,E02000001,1,79,5,641
3199,E02000001,1,79,6,5255
3200,E02000001,1,79,8,1884
3201,E02000001,1,80,2,4076
3202,E02000001,1,80,2,4624
3203,E02000001,1,80,2,1520
3204,E02000001,1,80,2,849
3205,E02000001,1,80,2,813
3206,E02000001,1,80,2,1065
3207,E02000001,1,80,3,1758
3208,E02000001,1,80,4,2044
3209,E02000001,1,80,4,4946
3210,E02000001,1,80,6,949
3211,E02000001,1,80,6,163
3212,E02000001,1,81,2,1780
3213,E02000001,1,81,2,547
3214,E02000001,1,81,2,4886
3215,E02000001,1,81,2,1195
3216,E02000001,1,81,2,4784
3217,E02000001,1,81,2,3490
3218,E02000001,1,81,2,3
3219,E02000001,1,81,2,736
3220,E02000001,1,81,2,723
3221,E02000001,1,81,4,2679
3222,E02000001,1,81,4,219
3223,E02000001,1,81,5,3927
3224,E02000001,1,81,6,2148
3225,E02000001,1,81,6,2612
3226,E02000001,1,81,6,5180
3227,E02000001,1,81,7,2353
3228,E02000001,1,82,2,243
3229,E02000001,1,82,2,4632
3230,E02000001,1,82,2,4682
3231,E02000001,1,82,2,4212
3232,E02000001,1,82,2,3768
3233,E02000001,1,82,2,2824
3234,E02000001,1,82,4,3248
3235,E02000001,1,82,4,1968
3236,E02000001,1,82,4,319
3237,E02000001,1,82,5,5222
3238,E02000001,1,82,6,131
3239,E02000001,1,82,8,2557
3240,E02000001,1,83,2,2499
3241,E02000001,1,83,2,143
3242,E02000001,1,83,2,923
3243,E02000001,1,83,2,1598
3244,E02000001,1,83,2,289
3245,E02000001,1,83,2,2565
3246,E02000001,1,83,2,1199
3247,E02000001,1,83,2,4230
3248,E02000001,1,83,2,2844
3249,E02000001,1,83,3,1619
3250,E02000001,1,83,4,3811
3251,E02000001,1,83,4,79
3252,E02000001,1,83,5,769
3253,E02000001,1,83,7,2941
3254,E02000001,1,84,2,1278
3255,E02000001,1,84,2,2145
3256,E02000001,1,84,2,4339
3257,E02000001,1,84,2,4651
3258,E02000001,1,84,2,1616
3259,E02000001,1,84,2,440
3260,E02000001,1,84,2,391
3261,E02000001,1,84,4,303
3262,E02000001,1,84,4,4050
3263,E02000001,1,84,6,1872
3264,E02000001,1,84,7,779
3265,E02000001,1,85,2,4634
3266,E02000001,1,85,2,5449
3267,E02000001,1,85,2,3418
3268,E02000001,1,85,2,1032
3269,E02000001,1,85,2,5487
3270,E02000001,1,85,2,4396
3271,E02000001,1,85,2,4957
3272,E02000001,1,85,2,338
3273,E02000001,1,85,2,11
3274,E02000001,1,85,4,763
3275,E02000001,1,85,4,840
3276,E02000001,1,85,4,1121
3277,E02000001,1,85,5,1287
3278,E02000001,1,85,6,5380
3279,E02000001,1,85,6,881
3280,E02000001,1,86,2,4778
3281,E02000001,1,86,2,4101
3282,E02000001,1,86,2,5397
3283,E02000001,1,86,2,2229
3284,E02000001,1,86,2,2043
3285,E02000001,1,86,2,3798
3286,E02000001,1,86,2,4954
3287,E02000001,1,86,2,4685
3288,E02000001,1,86,2,3192
3289,E02000001,1,86,2,1193
3290,E02000001,1,86,2,3187
3291,E02000001,1,86,2,3779
3292,E02000001,1,86,2,1485
3293,E02000001,1,86,2,2301
3294,E02000001,1,86,2,8
3295,E02000001,1,86,2,3458
3296,E02000001,1,86,2,999
3297,E02000001,1,86,2,5190
3298,E02000001,1,86,2,3847
3299,E02000001,1,86,2,3843
3300,E02000001,1,86,2,1774
3301,E02000001,1,86,2,4812
3302,E02000001,1,86,2,418
3303,E02000001,1,86,2,1838
3304,E02000001,1,86,2,2497
3305,E02000001,1,86,2,4960
3306,E02000001,1,86,2,3800
3307,E02000001,1,86,2,3894
3308,E02000001,1,86,2,2894
3309,E02000001,1,86,2,5165
3310,E02000001,1,86,2,2333
3311,E02000001,1,86,2,1864
3312,E02000001,1,86,2,3754
3313,E02000001,1,86,2,5238
3314,E02000001,1,86,2,5500
3315,E02000001,1,86,2,4836
3316,E02000001,1,86,2,980
3317,E02000001,1,86,2,3898
3318,E02000001,1,86,2,854
3319,E02000001,1,86,2,1979
3320,E02000001,1,86,3,1974
3321,E02000001,1,86,3,2956
3322,E02000001,1,86,3,224
3323,E02000001,1,86,4,1117
3324,E02000001,1,86,4,4823
3325,E02000001,1,86,4,695
3326,E02000001,1,86,4,3143
3327,E02000001,1,86,4,2506
3328,E02000001,1,86,4,1188
3329,E02000001,1,86,4,3205
3330,E02000001,1,86,4,156
3331,E02000001,1,86,4,302
3332,E02000001,1,86,4,4609
3333,E02000001,1,86,4,1461
3334,E02000001,1,86,4,4145
3335,E02000001,1,86,5,1881
3336,E02000001,1,86,6,660
3337,E02000001,1,86,6,644
3338,E02000001,1,86,6,4371
3339,E02000001,1,86,6,1467
3340,E02000001,1,86,6,4407
3341,E02000001,1,86,6,312
3342,E02000001,1,86,6,122
3343,E02000001,1,86,6,4933
3344,E02000001,1,86,6,1850
3345,E02000001,1,86,6,5251
3346,E02000001,2,1,2,5530
3347,E02000001,2,1,2,765
3348,E02000001,2,1,2,1555
3349,E02000001,2,1,2,1857
3350,E02000001,2,1,2,3826
3351,E02000001,2,1,2,2183
3352,E02000001,2,1,2,63
3353,E02000001,2,1,2,4084
3354,E02000001,2,1,2,383
3355,E02000001,2,1,2,4060
3356,E02000001,2,1,2,4062
3357,E02000001,2,1,2,4045
3358,E02000001,2,1,2,225
3359,E02000001,2,1,3,2848
3360,E02000001,2,1,4,5383
3361,E02000001,2,1,4,82
3362,E02000001,2,1,4,3614
3363,E02000001,2,1,4,4939
3364,E02000001,2,1,4,1524
3365,E02000001,2,1,4,3663
3366,E02000001,2,1,5,3824
3367,E02000001,2,1,5,4067
3368,E02000001,2,1,6,359
3369,E02000001,2,1,6,1883
3370,E02000001,2,1,6,4414
3371,E02000001,2,1,6,4084
3372,E02000001,2,1,6,5488
3373,E02000001,2,1,7,2214
3374,E02000001,2,1,7,2181
3375,E02000001,2,1,8,3874
3376,E02000001,2,1,8,2676
3377,E02000001,2,2,2,3821
