HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
335,E00000005,5,-2,3,1,-2,1,3,1,-1,2,4,2,1
3568,E00000029,5,-2,3,1,-2,1,3,2,-1,2,2,2,1
5285,E00166758,5,-2,6,1,-2,1,2,1,-1,2,9,2,1
3045,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1750,E00000020,5,-2,3,2,-2,2,4,2,-1,2,2,5,1
1920,E00000021,5,-2,3,2,-2,2,4,2,-1,2,2,2,1
3497,E00000028,5,-2,6,3,-2,2,5,2,-1,2,1,6,1
5144,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
406,E00000005,5,-2,6,1,-2,1,3,1,-1,2,9,2,1
2787,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5001,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
267,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,3
1067,E00000016,5,-2,2,1,-2,1,2,1,-1,2,3,2,1
5369,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
462,E00000005,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
770,E00000012,5,-2,5,2,-2,2,4,1,-1,2,1,6,1
5248,E00166758,5,-2,3,2,-2,2,3,1,-1,2,2,2,1
2322,E00000024,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
4782,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
5196,E00166758,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
619,E00000010,5,-2,5,1,-2,1,2,1,-1,2,7,2,1
2324,E00000024,3,-2,6,1,-2,1,3,2,-1,2,1,4,1
3430,E00000028,5,-2,6,1,-2,1,2,1,-1,1,4,4,1
3955,E00000032,5,-2,5,1,-2,1,1,1,-1,2,8,4,1
3743,E00000030,2,-2,2,2,-2,2,5,3,-1,2,3,2,1
1371,E00000017,5,-2,5,5,-2,2,6,4,-1,2,2,2,1
774,E00000012,5,-2,5,4,-2,3,4,2,-1,2,5,2,2
3359,E00000027,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
2811,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1698,E00000020,5,-2,2,1,-2,1,3,2,-1,2,4,2,2
47,E00000001,5,-2,2,2,-2,2,6,3,-1,2,1,2,2
4509,E00166755,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
5453,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,2,1
1202,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
196,E00000003,5,-2,3,2,-2,2,6,4,-1,2,2,2,2
3830,E00000030,5,-2,5,2,-2,4,5,3,-1,1,2,2,3
1953,E00000021,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
3710,E00000029,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3615,E00000029,5,-2,5,1,-2,1,5,1,-1,2,3,2,1
2635,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
5192,E00166758,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
3574,E00000029,5,-2,5,1,-2,1,1,1,-1,2,2,2,1
4811,E00166757,5,-2,3,5,-2,2,3,2,-1,2,1,2,2
5329,E00166758,5,-2,6,2,-2,2,4,2,-1,2,2,2,2
2917,E00000026,5,-2,6,3,-2,2,2,1,-1,1,1,2,2
137,E00000003,5,-2,2,2,-2,3,5,3,-1,2,1,2,2
1014,E00000014,5,-2,5,1,-2,1,3,1,-1,2,3,2,1
3318,E00000027,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
5215,E00166758,5,-2,2,3,-2,2,5,2,-1,2,6,2,3
4957,E00166757,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
4800,E00166757,5,-2,3,1,-2,1,3,1,-1,1,1,5,3
4713,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1836,E00000021,5,-2,2,1,-2,1,3,1,-1,2,4,2,1
2087,E00000022,5,-2,3,3,-2,3,4,3,-1,2,6,2,2
3431,E00000028,5,-2,6,1,-2,1,2,1,-1,1,5,6,1
487,E00000007,5,-2,2,1,-2,1,4,1,-1,2,1,2,3
892,E00000013,5,-2,6,3,-2,2,3,1,-1,2,1,2,2
2024,E00000021,-2,-2,-1,-1,-2,0,6,1,-1,2,-1,-1,1
3284,E00000027,5,-2,6,5,-2,4,6,4,-1,2,1,6,1
232,E00000003,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3329,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2056,E00000022,5,-2,2,1,-2,1,4,3,-1,2,1,2,1
4989,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4201,E00000035,5,-2,6,5,-2,2,3,2,-1,2,2,6,1
2799,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
5047,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1797,E00000020,5,-2,6,3,-2,2,4,2,-1,2,1,2,1
3884,E00000031,5,-2,5,2,-2,4,2,1,-1,2,5,3,1
1837,E00000021,5,-2,2,1,-2,1,3,1,-1,2,4,2,1
3819,E00000030,5,-2,5,1,-2,1,5,3,-1,2,5,8,1
1826,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1252,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
5447,E00166759,5,-2,3,5,-2,3,4,3,-1,2,1,8,1
5039,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
690,E00000012,5,-2,3,1,-2,1,3,1,-1,2,6,2,2
2205,E00000023,5,-2,5,2,-2,2,4,2,-1,2,4,5,1
2212,E00000023,5,-2,5,3,-2,3,4,2,-1,2,6,2,1
760,E00000012,5,-2,5,5,-2,2,3,1,-1,2,2,2,1
3967,E00000032,5,-2,5,1,-2,1,2,1,-1,2,2,4,1
4795,E00166757,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
2882,E00000026,5,-2,3,3,-2,2,4,2,-1,2,1,2,2
5000,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
554,E00000007,5,-2,6,3,-2,2,4,1,-1,2,1,4,1
1435,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1743,E00000020,5,-2,3,3,-2,2,3,2,-1,2,1,2,1
3954,E00000032,5,-2,5,1,-2,1,1,1,-1,2,7,2,2
4099,E00000035,5,-2,2,2,-2,3,3,2,-1,2,2,2,1
1084,E00000016,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
2662,E00000025,5,-2,6,2,-2,2,4,2,-1,1,1,2,1
5322,E00166758,5,-2,6,1,-2,1,4,2,-1,2,1,4,2
668,E00000012,5,-2,2,1,-2,1,2,1,-1,2,2,2,2
1824,E00000020,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4681,E00166756,5,-2,6,1,-2,1,3,2,-1,2,1,4,1
4478,E00166755,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
3294,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4239,E00000035,5,-2,6,5,-2,4,6,4,-1,2,1,4,1
1515,E00000018,5,-2,3,3,-2,2,5,2,-1,2,2,2,1
3447,E00000028,5,-2,6,2,-2,2,2,1,-1,1,6,2,1
4446,E00166755,5,-2,6,1,-2,1,5,1,-1,1,2,4,2
4556,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,2,1
2284,E00000024,5,-2,3,2,-2,4,4,3,-1,2,4,2,1
525,E00000007,5,-2,6,1,-2,1,3,1,-1,2,1,2,2
3317,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1725,E00000020,5,-2,2,3,-2,2,5,1,-1,2,1,2,2
1680,E00000019,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1492,E00000018,5,-2,2,2,-2,2,6,4,-1,2,1,2,2
1879,E00000021,5,-2,2,3,-2,3,4,3,-1,2,1,2,1
4824,E00166757,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
2731,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3659,E00000029,5,-2,6,3,-2,2,3,2,-1,2,1,6,1
523,E00000007,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
308,E00000005,5,-2,2,2,-2,2,4,2,-1,2,3,2,3
3372,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
217,E00000003,5,-2,6,5,-2,2,6,2,-1,2,2,6,1
4828,E00166757,5,-2,6,1,-2,1,1,1,-1,2,2,8,1
2460,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1331,E00000017,5,-2,3,1,-2,1,5,2,-1,2,1,4,2
3786,E00000030,5,-2,5,1,-2,1,3,1,-1,2,3,2,2
1104,E00000016,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
4011,E00000032,5,-2,5,2,-2,4,3,2,-1,2,4,2,1
4052,E00000032,5,-2,5,4,-2,3,5,1,-1,2,5,4,1
2847,E00000026,5,-2,2,4,-2,2,4,2,-1,2,2,2,1
1757,E00000020,5,-2,3,1,-2,1,5,1,-1,2,2,2,2
4536,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4022,E00000032,5,-2,5,1,-2,1,4,2,-1,2,2,6,2
3404,E00000028,5,-2,3,1,-2,1,2,1,-1,2,1,6,1
294,E00000005,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
2658,E00000025,5,-2,6,3,-2,2,4,1,-1,2,2,2,2
4616,E00166756,5,-2,3,1,-2,1,6,3,-1,2,2,4,1
479,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3213,E00000027,5,-2,6,3,-2,2,2,1,-1,2,1,2,2
1512,E00000018,5,-2,3,1,-2,1,4,4,-1,2,3,2,2
4993,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
266,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
647,E00000010,5,-2,5,4,-2,3,4,3,-1,2,5,7,1
4294,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3155,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
3538,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1301,E00000017,5,-2,2,2,-2,2,6,3,-1,2,6,2,2
3482,E00000028,5,-2,6,3,-2,2,3,1,-1,1,1,4,1
2012,E00000021,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3524,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
1196,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
254,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
1679,E00000019,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4982,E00166757,-2,30,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
4636,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
4881,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
45,E00000001,5,-2,2,2,-2,2,6,3,-1,2,1,2,1
4768,E00166757,5,-2,2,2,-2,2,3,1,-1,2,3,2,1
1669,E00000019,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4009,E00000032,5,-2,5,2,-2,3,3,2,-1,2,6,6,2
2967,E00000026,5,-2,6,1,-2,1,4,2,-1,2,1,8,1
3499,E00000028,5,-2,6,1,-2,1,6,3,-1,2,9,6,1
2826,E00000026,5,-2,2,3,-2,2,2,1,-1,1,1,2,1
84,E00000001,5,-2,5,2,-2,4,6,4,-1,2,1,4,3
1935,E00000021,5,-2,5,1,-2,1,4,1,-1,2,2,2,2
2805,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3744,E00000030,5,-2,2,4,-2,2,6,3,-1,2,1,4,2
4325,E00166755,5,-2,2,1,-2,1,2,1,-1,2,1,4,2
4459,E00166755,5,-2,6,1,-2,1,6,3,-1,2,3,6,1
2446,E00000024,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
2857,E00000026,5,-2,3,3,-2,2,2,1,-1,2,1,2,2
3150,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
85,E00000001,5,-2,6,2,-2,2,3,1,-1,2,4,4,2
864,E00000013,4,-2,5,1,-2,1,2,1,-1,2,3,2,1
3584,E00000029,5,-2,5,2,-2,2,2,1,-1,2,6,2,1
3116,E00000027,5,-2,3,2,-2,2,2,1,-1,2,1,2,3
4257,E00000035,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1088,E00000016,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
5299,E00166758,5,-2,6,2,-2,2,3,1,-1,2,9,6,1
4574,E00166756,5,-2,2,1,-2,1,2,1,-1,2,1,6,1
1888,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,5,1
235,E00000003,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
495,E00000007,5,-2,2,4,-2,3,4,1,-1,2,2,4,1
735,E00000012,5,-2,5,1,-2,1,3,1,-1,2,1,2,2
5503,E00166759,5,-2,6,1,-2,1,3,2,-1,2,4,2,1
1876,E00000021,5,-2,2,2,-2,2,4,2,-1,2,2,2,3
1168,E00000016,5,-2,3,2,-2,2,4,1,-1,1,1,2,1
1735,E00000020,5,-2,3,1,-2,1,3,2,-1,2,1,2,2
2776,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1650,E00000019,5,-2,6,3,-2,2,4,1,-1,1,1,6,2
685,E00000012,5,-2,3,1,-2,1,1,1,-1,2,1,2,1
5500,E00166759,5,-2,6,1,-2,1,3,1,-1,2,1,2,2
4043,E00000032,5,-2,5,2,-2,4,4,3,-1,2,2,6,2
1648,E00000019,5,-2,6,1,-2,1,4,2,-1,2,1,6,1
3553,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1915,E00000021,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
5374,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,3
1154,E00000016,5,-2,3,1,-2,1,3,2,-1,2,2,2,1
2568,E00000025,2,-2,6,1,-2,1,2,1,-1,2,2,4,1
950,E00000014,5,-2,3,1,-2,1,2,1,-1,2,1,2,1
5301,E00166758,5,-2,6,3,-2,2,3,1,-1,2,3,2,1
3631,E00000029,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5423,E00166759,5,-2,3,1,-2,1,1,1,-1,2,2,6,1
4633,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
5152,E00166758,5,-2,2,1,-2,1,3,1,-1,2,3,2,2
2939,E00000026,5,-2,6,1,-2,1,3,2,-1,2,4,2,1
4313,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5198,E00166758,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
4734,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3476,E00000028,5,-2,6,1,-2,1,3,2,-1,1,1,7,1
4599,E00166756,5,-2,3,1,-2,1,2,1,-1,2,1,5,2
3644,E00000029,5,-2,6,4,-2,2,2,1,-1,2,9,2,2
567,E00000007,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
1190,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1538,E00000018,5,-2,6,1,-2,1,3,1,-1,2,3,2,2
338,E00000005,5,-2,3,1,-2,1,3,1,-1,2,1,2,3
1495,E00000018,5,-2,2,2,-2,4,6,4,-1,2,1,2,1
3182,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,3,1
978,E00000014,5,-2,5,1,-2,1,2,1,-1,1,2,4,2
4528,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
705,E00000012,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
3475,E00000028,5,-2,6,1,-2,1,3,2,-1,1,2,6,1
2379,E00000024,5,-2,6,1,-2,1,6,4,-1,2,2,4,1
489,E00000007,5,-2,2,1,-2,1,4,2,-1,2,1,2,3
1275,E00000017,5,-2,2,4,-2,4,4,1,-1,2,1,2,2
5517,E00166759,5,-2,6,1,-2,1,4,2,-1,2,7,4,1
621,E00000010,5,-2,5,1,-2,1,2,1,-1,2,3,5,1
4125,E00000035,5,-2,3,1,-2,1,4,2,-1,2,1,2,1
4116,E00000035,5,-2,3,1,-2,1,3,2,-1,2,1,6,1
1602,E00000019,5,-2,2,2,-2,3,5,2,-1,1,1,2,1
5522,E00166759,5,-2,6,3,-2,2,4,2,-1,2,1,2,2
1610,E00000019,5,-2,3,1,-2,1,3,1,-1,2,2,2,1
3209,E00000027,3,-2,6,3,-2,2,2,1,-1,2,5,2,1
1524,E00000018,5,-2,3,2,-2,4,6,4,-1,2,2,4,2
2290,E00000024,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
5174,E00166758,5,-2,2,2,-2,2,3,1,-1,2,8,6,2
1079,E00000016,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
1662,E00000019,5,-2,6,2,-2,2,6,1,-1,2,1,4,1
3014,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
28,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
4017,E00000032,5,-2,5,1,-2,1,4,1,-1,2,5,5,1
2199,E00000023,5,-2,5,1,-2,1,4,2,-1,2,7,2,1
2605,E00000025,5,-2,6,2,-2,2,3,1,-1,2,1,2,1
4329,E00166755,4,-2,2,1,-2,1,4,2,-1,2,6,2,2
477,E00000005,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3978,E00000032,5,-2,5,2,-2,2,2,1,-1,2,6,6,1
4836,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
5112,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
5406,E00166759,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
2928,E00000026,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
5550,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5345,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3395,E00000028,5,-2,2,1,-2,1,3,2,-1,1,2,2,2
5553,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1026,E00000014,5,-2,6,1,-2,1,1,1,-1,1,3,4,1
3968,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,4,1
2090,E00000022,5,-2,3,1,-2,1,5,1,-1,2,2,2,1
5341,E00166758,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3306,E00000027,-2,-2,-1,-1,-2,0,2,2,-1,2,-1,-1,1
2369,E00000024,5,-2,6,5,-2,3,4,3,-1,2,9,2,2
2354,E00000024,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
1053,E00000014,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
2277,E00000024,4,-2,3,1,-2,1,4,2,-1,2,1,2,1
2594,E00000025,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
1660,E00000019,5,-2,6,3,-2,3,4,2,-1,2,9,2,2
2410,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5110,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
781,E00000012,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3172,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
1341,E00000017,5,-2,3,1,-2,1,6,3,-1,2,1,2,1
4106,E00000035,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
2953,E00000026,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
472,E00000005,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
658,E00000010,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
2377,E00000024,5,-2,6,1,-2,1,6,1,-1,2,1,4,1
3998,E00000032,5,-2,5,2,-2,2,3,1,-1,2,6,7,1
980,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
4114,E00000035,5,-2,3,1,-2,1,3,2,-1,2,1,2,2
11,E00000001,5,-2,2,1,-2,1,5,3,-1,1,1,2,2
4214,E00000035,5,-2,6,3,-2,2,4,1,-1,2,1,2,1
752,E00000012,5,-2,5,2,-2,2,3,1,-1,2,9,8,1
5260,E00166758,5,-2,3,2,-2,2,3,2,-1,2,1,2,1
1204,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,3,1
1072,E00000016,5,-2,2,1,-2,1,2,1,-1,2,2,2,2
4980,E00166757,4,-2,6,2,-2,3,6,4,-1,2,2,4,1
2474,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
4501,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1703,E00000020,5,-2,2,3,-2,2,3,1,-1,2,9,6,2
1256,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1311,E00000017,5,-2,2,2,-2,3,6,3,-1,2,1,2,2
5003,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
640,E00000010,5,-2,5,1,-2,1,3,1,-1,2,6,6,1
2321,E00000024,5,-2,6,1,-2,1,3,1,-1,2,8,2,1
3342,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4020,E00000032,5,-2,5,1,-2,1,4,2,-1,2,3,2,1
277,E00000005,5,-2,2,1,-2,1,3,2,-1,2,1,4,2
3512,E00000028,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3005,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2059,E00000022,5,-2,2,2,-2,3,4,2,-1,2,8,4,2
911,E00000013,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4668,E00166756,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
1965,E00000021,5,-2,6,1,-2,1,3,2,-1,2,1,6,1
3994,E00000032,5,-2,5,1,-2,1,3,2,-1,2,1,7,1
1259,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
395,E00000005,5,-2,6,2,-2,2,2,1,-1,2,2,2,1
211,E00000003,5,-2,6,2,-2,3,4,2,-1,2,4,2,2
3259,E00000027,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4175,E00000035,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
2236,E00000023,5,-2,6,2,-2,3,4,1,-1,2,5,6,1
2000,E00000021,5,-2,6,2,-2,2,4,2,-1,2,1,4,2
5043,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3140,E00000027,5,-2,5,1,-2,1,1,1,-1,2,8,6,1
4440,E00166755,5,-2,6,5,-2,2,4,2,-1,2,1,2,2
1856,E00000021,5,-2,2,2,-2,3,3,2,-1,2,1,2,2
3898,E00000031,5,-2,5,1,-2,1,3,1,-1,2,7,7,2
376,E00000005,5,-2,5,2,-2,2,3,1,-1,2,2,2,2
611,E00000010,5,-2,5,1,-2,1,1,1,-1,2,2,7,1
2512,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,2
2781,E00000025,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4130,E00000035,5,-2,3,2,-2,2,4,2,-1,2,2,2,1
2633,E00000025,3,-2,6,1,-2,1,4,2,-1,2,1,2,2
3050,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
493,E00000007,5,-2,2,5,-2,2,4,2,-1,2,1,4,1
2479,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4592,E00166756,5,-2,3,1,-2,1,1,1,-1,2,4,2,2
4748,E00166757,5,-2,2,1,-2,1,3,1,-1,1,1,3,2
1459,E00000018,4,-2,2,2,-2,2,3,1,-1,2,1,2,2
4321,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
270,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,4,2
3534,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4197,E00000035,4,-2,6,5,-2,2,3,2,-1,2,1,4,1
5359,E00166758,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1789,E00000020,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
3974,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,7,1
1353,E00000017,5,-2,3,2,-2,3,6,3,-1,2,1,2,2
4030,E00000032,5,-2,5,2,-2,2,4,3,-1,2,4,7,2
311,E00000005,5,-2,2,2,-2,3,4,2,-1,2,2,2,1
255,E00000005,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
383,E00000005,5,-2,5,2,-2,4,6,2,-1,2,3,2,1
3665,E00000029,5,-2,6,4,-2,4,3,2,-1,2,8,4,2
1175,E00000016,5,-2,3,2,-2,2,4,2,-1,2,9,2,2
2524,E00000025,5,-2,2,3,-2,2,6,1,-1,2,1,2,1
1247,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
475,E00000005,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4133,E00000035,5,-2,3,3,-2,2,4,3,-1,2,3,2,1
4670,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
208,E00000003,5,-2,6,1,-2,1,2,2,-1,2,1,2,2
281,E00000005,5,-2,2,4,-2,2,3,1,-1,2,1,2,2
1115,E00000016,5,-2,2,2,-2,2,4,1,-1,2,1,2,1
1947,E00000021,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
5289,E00166758,5,-2,6,1,-2,1,3,1,-1,1,9,2,1
2069,E00000022,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
4862,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
4757,E00166757,5,-2,2,1,-2,1,3,1,-1,2,9,4,2
1487,E00000018,5,-2,2,2,-2,2,6,1,-1,2,1,2,2
3915,E00000031,5,-2,5,1,-2,1,4,3,-1,2,6,5,2
300,E00000005,5,-2,2,2,-2,2,4,1,-1,2,3,2,1
5545,E00166759,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5321,E00166758,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
846,E00000013,5,-2,3,2,-2,2,2,1,-1,2,2,2,1
2835,E00000026,5,-2,2,1,-2,1,3,2,-1,2,1,6,1
1,E00000001,5,-2,2,1,-2,1,3,2,-1,2,1,2,2
5253,E00166758,5,-2,3,2,-2,2,3,1,-1,2,2,4,1
3069,E00000027,5,-2,2,1,-2,1,2,1,-1,2,4,2,1
3907,E00000031,5,-2,5,5,-2,3,3,2,-1,2,4,4,1
4487,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1409,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
5559,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5333,E00166758,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
4178,E00000035,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
1591,E00000019,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
128,E00000003,5,-2,2,1,-2,1,5,3,-1,2,2,2,2
