HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO,HRPID,FILLED
2180,E00000023,5,-2,3,5,-2,3,4,2,-1,2,1,2,1,1182,False
4462,E00166755,5,-2,6,5,-2,3,6,2,-1,2,2,4,1,2936,False
1467,E00000018,5,-2,2,2,-2,2,3,2,-1,2,2,2,2,1968,True
2873,E00000026,5,-2,3,1,-2,1,4,2,-1,2,1,2,1,5092,True
1324,E00000017,5,-2,3,1,-2,1,4,2,-1,2,1,2,2,5043,True
4407,E00166755,5,-2,6,2,-2,2,3,2,-1,2,2,6,1,1044,True
312,E00000005,5,-2,2,2,-2,3,4,2,-1,2,2,2,1,2518,True
1232,E00000016,5,-2,6,1,-2,1,3,2,-1,2,2,6,2,4140,True
3106,E00000027,5,-2,3,1,-2,1,2,1,-1,2,1,2,2,1082,True
2404,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
122,E00000003,5,-2,2,2,-2,2,4,3,-1,2,1,2,2,1866,True
4331,E00166755,5,-2,2,1,-2,1,4,2,-1,2,4,2,1,5044,True
667,E00000012,5,-2,2,1,-2,1,2,1,-1,2,4,2,1,5045,True
1666,E00000019,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1253,E00000016,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4933,E00166757,5,-2,6,3,-2,2,3,1,-1,2,1,2,1,3905,True
459,E00000005,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
669,E00000012,5,-2,2,1,-2,1,2,1,-1,2,1,2,3,1627,True
1017,E00000014,5,-2,5,1,-2,1,3,1,-1,2,6,2,1,5046,True
820,E00000013,5,-2,2,1,-2,1,2,1,-1,2,3,2,2,5094,True
4263,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1770,E00000020,5,-2,5,1,-2,1,2,1,-1,2,2,6,3,2672,True
5533,E00166759,5,-2,6,5,-2,4,4,1,-1,2,1,4,1,1302,False
546,E00000007,5,-2,6,1,-2,1,4,1,-1,2,2,6,1,3959,True
1850,E00000021,3,-2,2,2,-2,2,3,1,-1,2,8,2,2,1653,True
5251,E00166758,5,-2,3,2,-2,2,3,1,-1,2,4,2,2,2116,True
4066,E00000032,5,-2,5,2,-2,4,5,3,-1,2,7,5,1,2191,False
4715,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
2643,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,2,1778,True
3773,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,2,2,949,True
932,E00000014,5,-2,2,1,-2,1,2,1,-1,2,3,2,1,4213,True
86,E00000001,5,-2,6,1,-2,1,5,3,-1,2,4,2,1,1154,True
1883,E00000021,5,-2,2,2,-2,4,6,4,-1,2,2,2,1,840,False
1429,E00000017,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3269,E00000027,5,-2,6,3,-2,3,4,1,-1,2,3,6,1,2117,True
3762,E00000030,5,-2,5,3,-2,3,1,1,-1,2,6,4,1,1930,True
3822,E00000030,5,-2,5,2,-2,2,5,3,-1,2,6,2,1,1211,False
4569,E00166756,5,-2,2,1,-2,1,1,1,-1,2,3,4,1,1497,True
4916,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,4810,True
2894,E00000026,5,-2,6,1,-2,1,1,1,-1,2,5,6,1,3308,True
3603,E00000029,5,-2,5,1,-2,1,3,1,-1,2,8,4,1,4731,True
339,E00000005,5,-2,3,1,-2,1,3,1,-1,2,1,3,1,5890,True
1760,E00000020,5,-2,3,4,-2,2,5,1,-1,2,2,2,2,4910,True
4316,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4059,E00000032,5,-2,5,2,-2,4,5,2,-1,2,8,8,2,1931,False
1078,E00000016,5,-2,2,2,-2,2,2,1,-1,2,4,2,1,1390,False
4765,E00166757,5,-2,2,1,-2,1,3,2,-1,2,4,2,3,5047,True
2667,E00000025,5,-2,6,2,-2,2,4,2,-1,2,1,2,2,1159,False
2058,E00000022,5,-2,2,2,-2,2,4,2,-1,2,4,2,1,1809,False
4978,E00166757,5,-2,6,1,-2,1,5,1,-1,2,1,2,1,2344,True
2534,E00000025,5,-2,3,1,-2,1,3,2,-1,2,1,6,1,5048,True
4798,E00166757,5,-2,3,2,-2,2,2,1,-1,2,2,3,1,1932,False
3339,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
2851,E00000026,5,-2,3,1,-2,1,2,1,-1,1,2,6,1,1628,True
4374,E00166755,5,-2,6,2,-2,2,2,1,-1,2,2,4,1,514,False
4484,E00166755,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1,-1,False
2790,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4915,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,670,True
2946,E00000026,5,-2,6,2,-2,2,3,1,-1,2,9,4,1,1933,False
1271,E00000017,5,-2,2,1,-2,1,4,3,-1,2,4,2,2,1779,True
3009,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4473,E00166755,-2,-2,-1,-1,-2,0,6,4,-1,1,-1,-1,1,-1,False
4814,E00166757,5,-2,3,1,-2,1,4,2,-1,2,2,4,1,5049,True
1283,E00000017,5,-2,2,2,-2,2,5,2,-1,2,1,2,3,5000,False
5078,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
2255,E00000024,5,-2,2,1,-2,1,4,1,-1,2,2,2,1,2391,True
3900,E00000031,5,-2,5,1,-2,1,3,2,-1,2,7,2,2,5050,True
4409,E00166755,5,-2,6,5,-2,2,3,2,-1,1,2,2,2,3932,False
5165,E00166758,5,-2,2,1,-2,1,3,2,-1,2,5,2,2,3309,True
1032,E00000014,5,-2,6,1,-2,1,1,1,-1,2,9,6,1,3268,True
3053,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
5293,E00166758,5,-2,6,1,-2,1,3,1,-1,2,1,4,2,5051,True
1291,E00000017,5,-2,2,1,-2,1,6,3,-1,2,1,2,1,5052,True
2007,E00000021,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4808,E00166757,5,-2,3,3,-2,2,3,2,-1,2,2,2,1,1934,False
3841,E00000030,5,-2,6,5,-2,2,2,1,-1,2,5,4,1,5731,False
26,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,1,515,False
4210,E00000035,5,-2,6,1,-2,1,4,2,-1,2,6,4,1,4048,True
4497,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1630,E00000019,5,-2,5,1,-2,1,3,2,-1,2,2,2,1,5053,True
3077,E00000027,5,-2,2,1,-2,1,3,2,-1,2,1,2,1,4079,True
3361,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
5565,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
557,E00000007,5,-2,6,5,-2,2,4,2,-1,2,2,6,1,1951,False
3229,E00000027,5,-2,6,1,-2,1,3,1,-1,2,1,2,2,5054,True
371,E00000005,5,-2,5,1,-2,1,1,1,-1,2,1,2,1,2151,True
3142,E00000027,5,-2,5,1,-2,1,3,1,-1,2,4,6,1,5055,True
5197,E00166758,5,-2,2,1,-2,1,4,2,-1,2,1,2,2,3915,True
4306,E00000035,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
2672,E00000025,5,-2,6,4,-2,2,4,2,-1,2,1,2,1,5100,True
1288,E00000017,5,-2,2,4,-2,2,5,3,-1,2,2,2,2,5576,True
386,E00000005,5,-2,6,1,-2,1,1,1,-1,2,9,4,1,3882,True
2333,E00000024,5,-2,6,1,-2,1,3,2,-1,2,3,6,2,3310,True
1711,E00000020,5,-2,2,3,-2,4,3,2,-1,2,1,2,2,4559,False
2415,E00000024,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
1145,E00000016,5,-2,3,1,-2,1,2,1,-1,2,2,6,1,1732,True
3963,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,2,1,3724,True
55,E00000001,5,-2,3,1,-2,1,5,3,-1,2,1,2,2,3934,True
473,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4890,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,3,1,1780,True
5534,E00166759,5,-2,6,3,-2,4,4,2,-1,2,7,6,1,1212,False
1634,E00000019,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4732,True
4424,E00166755,5,-2,6,1,-2,1,4,3,-1,2,3,5,1,3957,True
904,E00000013,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2582,E00000025,5,-2,6,2,-2,2,2,1,-1,2,2,2,1,1935,False
4848,E00166757,5,-2,6,1,-2,1,2,1,-1,2,2,3,2,490,True
2350,E00000024,5,-2,6,1,-2,1,4,1,-1,2,2,4,1,597,True
49,E00000001,5,-2,2,2,-2,3,6,3,-1,2,1,2,2,5035,True
4435,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,2,1,2688,False
2189,E00000023,5,-2,5,2,-2,4,2,1,-1,2,2,5,1,5483,False
3169,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,5056,True
3780,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,7,1,2853,True
1974,E00000021,5,-2,6,5,-2,2,3,2,-1,2,1,2,1,3320,False
488,E00000007,5,-2,2,1,-2,1,4,2,-1,2,1,2,2,5057,True
3976,E00000032,5,-2,5,2,-2,2,2,1,-1,2,3,2,1,561,False
3462,E00000028,5,-2,6,1,-2,1,3,1,-1,1,3,6,1,1498,True
5367,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,2,1,5024,True
5412,E00166759,5,-2,2,5,-2,2,4,3,-1,2,1,2,1,4272,False
1892,E00000021,4,-2,3,1,-2,1,3,1,-1,2,2,3,1,4439,True
5404,E00166759,5,-2,2,1,-2,1,4,1,-1,2,3,2,2,2045,True
3941,E00000031,5,-2,6,3,-2,2,3,2,-1,2,2,4,1,1574,False
4891,E00166757,5,-2,6,1,-2,1,3,1,-1,2,2,3,1,1893,True
1339,E00000017,5,-2,3,5,-2,4,5,3,-1,2,1,6,2,544,False
4261,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1,-1,False
4393,E00166755,5,-2,6,1,-2,1,3,1,-1,2,5,6,2,5753,True
3256,E00000027,5,-2,6,1,-2,1,4,2,-1,2,2,2,1,1251,True
2628,E00000025,5,-2,6,1,-2,1,4,1,-1,2,1,4,1,2716,True
2864,E00000026,5,-2,3,1,-2,1,3,2,-1,2,2,2,2,5058,True
1897,E00000021,5,-2,3,1,-2,1,3,1,-1,2,2,2,1,5059,True
306,E00000005,5,-2,2,2,-2,2,4,2,-1,2,2,2,1,1936,False
3094,E00000027,5,-2,3,1,-2,1,1,1,-1,2,1,2,1,5060,True
1554,E00000018,5,-2,6,3,-2,2,5,2,-1,2,9,2,2,1937,False
5544,E00166759,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
150,E00000003,5,-2,2,1,-2,1,6,4,-1,2,2,2,2,2345,True
1235,E00000016,5,-2,6,2,-2,2,3,2,-1,2,2,4,2,5171,False
976,E00000014,5,-2,5,1,-2,1,1,1,-1,2,2,7,1,4753,True
798,E00000012,5,-2,6,4,-2,2,4,2,-1,2,1,4,1,4162,True
1395,E00000017,5,-2,6,1,-2,1,6,4,-1,2,1,4,2,5025,True
3167,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,1252,True
777,E00000012,5,-2,5,1,-2,1,5,3,-1,2,7,3,1,618,True
5269,E00166758,5,-2,3,3,-2,2,4,2,-1,2,1,2,2,1270,False
5463,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,3,1,5674,True
5476,E00166759,5,-2,6,1,-2,1,1,1,-1,2,1,4,1,4507,True
5268,E00166758,5,-2,3,2,-2,2,4,1,-1,2,1,2,1,1938,False
1080,E00000016,5,-2,2,2,-2,2,2,1,-1,2,8,6,1,1271,False
251,E00000005,5,-2,2,1,-2,1,2,1,-1,2,2,6,1,2046,True
1397,E00000017,5,-2,6,2,-2,2,6,4,-1,2,1,2,2,5067,False
5267,E00166758,5,-2,3,1,-2,1,4,1,-1,2,2,2,2,1253,True
666,E00000012,5,-2,2,1,-2,1,2,1,-1,2,4,2,1,1437,True
528,E00000007,5,-2,6,1,-2,1,3,1,-1,2,2,4,1,4718,True
3021,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1486,E00000018,5,-2,2,2,-2,2,6,1,-1,2,1,2,1,3099,False
1059,E00000014,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2620,E00000025,5,-2,6,2,-2,3,3,2,-1,2,2,2,1,1939,True
366,E00000005,5,-2,3,2,-2,4,4,2,-1,2,2,2,2,1213,False
878,E00000013,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,5026,True
1388,E00000017,5,-2,6,1,-2,1,4,2,-1,2,9,3,1,2930,True
3913,E00000031,5,-2,5,1,-2,1,4,1,-1,2,6,4,1,4997,True
3769,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,2,1,4080,True
1621,E00000019,5,-2,3,1,-2,1,4,1,-1,2,1,2,2,4939,True
1787,E00000020,5,-2,6,2,-2,3,3,2,-1,2,4,2,2,1940,True
3189,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,4754,True
1028,E00000014,5,-2,6,1,-2,1,1,1,-1,2,9,4,1,4940,True
550,E00000007,5,-2,6,1,-2,1,4,2,-1,2,1,8,1,4597,True
237,E00000003,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
888,E00000013,5,-2,6,1,-2,1,3,2,-1,2,3,2,1,2717,True
320,E00000005,5,-2,2,3,-2,4,5,3,-1,2,2,2,1,5303,False
1055,E00000014,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
3829,E00000030,5,-2,5,3,-2,4,5,2,-1,2,7,2,1,5531,False
914,E00000013,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
2294,E00000024,2,-2,6,1,-2,1,2,1,-1,2,2,4,1,4743,True
3054,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3849,E00000030,5,-2,6,1,-2,1,4,2,-1,2,1,4,1,5706,True
4308,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1600,E00000019,5,-2,2,2,-2,2,5,1,-1,2,1,2,2,4832,False
839,E00000013,5,-2,2,1,-2,1,6,3,-1,2,3,3,1,4941,True
2382,E00000024,5,-2,6,2,-2,2,6,1,-1,2,1,6,1,3995,False
343,E00000005,5,-2,3,2,-2,2,3,1,-1,2,2,2,1,5172,False
1098,E00000016,5,-2,2,2,-2,2,3,2,-1,2,1,2,1,1941,False
558,E00000007,5,-2,6,2,-2,3,4,2,-1,2,1,2,1,1942,True
1984,E00000021,5,-2,6,1,-2,1,4,1,-1,2,1,4,1,4942,True
5280,E00166758,5,-2,5,4,-2,2,4,2,-1,2,6,5,1,4836,True
1413,E00000017,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
5162,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,2,1,3893,True
2985,E00000026,5,-2,6,5,-2,4,6,4,-1,2,1,5,1,3898,False
1471,E00000018,5,-2,2,1,-2,1,4,1,-1,2,1,2,1,3023,True
4289,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2706,E00000025,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
4430,E00166755,5,-2,6,2,-2,2,4,2,-1,2,2,2,1,1272,False
930,E00000014,5,-2,2,1,-2,1,2,1,-1,2,1,2,1,4110,True
616,E00000010,5,-2,5,1,-2,1,2,1,-1,2,3,2,1,3174,True
1457,E00000018,5,-2,2,1,-2,1,3,2,-1,2,1,2,1,4943,True
2244,E00000024,5,-2,2,1,-2,1,2,1,-1,2,4,2,1,5814,True
2992,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
713,E00000012,5,-2,5,2,-2,2,2,1,-1,2,3,2,2,1943,False
66,E00000001,5,-2,3,2,-2,2,6,3,-1,2,1,2,3,5532,False
1240,E00000016,5,-2,6,2,-2,2,4,2,-1,2,1,5,1,1944,False
2648,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,4,1,2626,True
3425,E00000028,5,-2,6,1,-2,1,1,1,-1,2,4,6,1,5754,True
4841,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,1902,True
2865,E00000026,5,-2,3,1,-2,1,3,2,-1,2,4,2,2,500,True
2699,E00000025,5,-2,6,2,-2,2,6,2,-1,2,9,6,1,4184,False
723,E00000012,5,-2,5,1,-2,1,3,1,-1,2,3,2,1,3220,True
1811,E00000020,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
3991,E00000032,5,-2,5,1,-2,1,3,2,-1,2,4,6,1,1983,True
602,E00000010,5,-2,3,1,-2,1,4,1,-1,2,1,2,1,2468,True
3781,E00000030,5,-2,5,4,-2,3,2,1,-1,2,3,4,1,565,True
4475,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4917,E00166757,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,1316,True
1579,E00000019,5,-2,2,1,-2,1,2,1,-1,2,1,2,1,3916,True
3084,E00000027,5,-2,2,1,-2,1,4,3,-1,2,2,2,1,2094,True
1254,E00000016,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
252,E00000005,5,-2,2,2,-2,2,2,1,-1,2,1,2,2,1945,False
4137,E00000035,5,-2,5,2,-2,3,5,2,-1,2,4,2,2,5075,True
2004,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5066,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5068,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
1715,E00000020,5,-2,2,1,-2,1,4,2,-1,2,1,4,2,4170,True
309,E00000005,5,-2,2,3,-2,2,4,2,-1,2,1,2,1,1946,False
2344,E00000024,4,-2,6,5,-2,2,3,2,-1,2,2,2,1,1058,False
600,E00000010,5,-2,3,3,-2,2,3,1,-1,2,2,2,1,681,False
81,E00000001,5,-2,5,1,-2,1,6,3,-1,2,2,2,1,3917,True
3131,E00000027,5,-2,3,3,-2,3,3,2,-1,2,2,2,1,1947,True
507,E00000007,5,-2,3,2,-2,3,4,2,-1,2,1,4,1,1575,True
1434,E00000017,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
3990,E00000032,5,-2,5,1,-2,1,3,2,-1,2,7,5,1,4944,True
198,E00000003,5,-2,3,2,-2,3,6,3,-1,2,1,2,2,5533,True
3532,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1,-1,False
985,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1,4414,True
2933,E00000026,5,-2,6,1,-2,1,3,1,-1,2,9,4,1,3049,True
2841,E00000026,5,-2,2,1,-2,1,4,2,-1,2,9,2,1,1903,True
5437,E00166759,5,-2,3,3,-2,2,3,2,-1,1,1,4,1,516,False
4219,E00000035,5,-2,6,2,-2,2,4,2,-1,2,1,2,3,1867,False
4295,E00000035,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
3469,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,4,1,4265,True
494,E00000007,5,-2,2,5,-2,2,4,2,-1,2,2,6,1,2307,False
1906,E00000021,5,-2,3,2,-2,2,3,1,-1,2,8,7,1,1654,False
2739,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
813,E00000013,5,-2,2,1,-2,1,2,1,-1,2,3,2,1,3205,True
114,E00000001,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2761,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
5379,E00166759,5,-2,2,2,-2,2,1,1,-1,2,2,2,2,682,False
1408,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
375,E00000005,5,-2,5,1,-2,1,3,2,-1,2,3,2,1,2239,True
4093,E00000035,5,-2,2,2,-2,2,2,1,-1,2,1,4,3,419,False
4242,E00000035,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
1414,E00000017,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
1886,E00000021,5,-2,3,1,-2,1,2,1,-1,2,2,2,1,4945,True
2414,E00000024,-2,-2,-1,-1,-2,0,4,4,-1,2,-1,-1,1,-1,False
915,E00000013,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
362,E00000005,5,-2,3,2,-2,3,4,2,-1,2,6,3,2,1868,True
295,E00000005,5,-2,2,1,-2,1,4,2,-1,2,1,2,1,3725,True
1218,E00000016,5,-2,6,2,-2,2,2,1,-1,2,2,6,1,1655,False
4952,E00166757,5,-2,6,1,-2,1,4,1,-1,2,2,4,1,3946,True
3826,E00000030,5,-2,5,3,-2,3,5,3,-1,2,8,2,1,1045,True
3812,E00000030,5,-2,5,2,-2,4,4,2,-1,2,4,2,1,1656,False
872,E00000013,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,5552,True
1864,E00000021,5,-2,2,1,-2,1,4,1,-1,2,2,4,1,3311,True
4699,E00166756,5,-2,6,1,-2,1,4,2,-1,2,4,4,1,4946,True
2161,E00000023,5,-2,2,2,-2,2,4,2,-1,2,3,2,1,1657,False
895,E00000013,5,-2,6,3,-2,2,3,2,-1,2,1,3,1,1046,False
578,E00000007,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
3530,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
1276,E00000017,5,-2,2,4,-2,4,4,2,-1,2,1,2,1,4616,False
3607,E00000029,5,-2,5,1,-2,1,3,2,-1,2,4,6,1,4598,True
4171,E00000035,5,-2,6,5,-2,2,2,2,-1,2,1,6,1,4485,False
3754,E00000030,5,-2,5,1,-2,1,1,1,-1,2,3,2,1,3312,True
1827,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
981,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1,3903,True
5296,E00166758,5,-2,6,1,-2,1,3,2,-1,2,3,4,1,2792,True
2712,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5243,E00166758,5,-2,3,1,-2,1,3,1,-1,2,1,2,3,2152,True
2424,E00000024,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1,-1,False
1989,E00000021,5,-2,6,1,-2,1,4,3,-1,2,4,2,1,2209,True
1450,E00000018,5,-2,2,1,-2,1,3,1,-1,2,2,2,1,824,True
2318,E00000024,4,-2,6,1,-2,1,3,1,-1,2,1,6,1,4351,True
3434,E00000028,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,3015,True
2880,E00000026,5,-2,3,2,-2,2,4,2,-1,2,6,2,1,1658,False
2820,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4285,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1822,E00000020,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2529,E00000025,5,-2,3,2,-2,2,2,1,-1,2,2,4,1,1160,False
5202,E00166758,5,-2,2,2,-2,2,4,1,-1,2,1,4,1,1104,False
1889,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,6,1,2259,True
5108,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1,-1,False
1222,E00000016,5,-2,6,3,-2,2,2,1,-1,2,3,4,1,1214,False
4789,E00166757,5,-2,2,1,-2,1,5,3,-1,2,2,3,2,598,True
4495,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4157,E00000035,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,2950,True
5313,E00166758,5,-2,6,2,-2,3,3,2,-1,2,1,2,1,1659,True
3035,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4683,E00166756,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,4383,True
1988,E00000021,5,-2,6,1,-2,1,4,2,-1,2,1,6,1,3115,True
4038,E00000032,5,-2,5,2,-2,3,4,3,-1,2,3,2,1,3727,True
3544,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4696,E00166756,5,-2,6,1,-2,1,4,2,-1,2,2,2,1,4947,True
5384,E00166759,5,-2,2,5,-2,2,1,1,-1,2,2,2,1,1587,False
1208,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,2741,True
3531,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4399,E00166755,5,-2,6,1,-2,1,3,2,-1,2,2,6,1,3837,True
1573,E00000018,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
3120,E00000027,5,-2,3,1,-2,1,3,1,-1,2,1,2,2,4948,True
654,E00000010,5,-2,6,2,-2,2,2,1,-1,1,2,2,1,1660,False
3980,E00000032,5,-2,5,4,-2,3,2,1,-1,2,2,6,2,4837,True
3677,E00000029,5,-2,6,4,-2,3,5,3,-1,2,2,2,2,566,True
799,E00000012,5,-2,6,2,-2,3,4,3,-1,2,6,2,1,5173,True
4084,E00000032,5,-2,6,2,-2,4,5,3,-1,2,2,6,1,1105,False
2830,E00000026,5,-2,2,1,-2,1,3,1,-1,2,9,2,3,4785,True
3770,E00000030,5,-2,5,1,-2,1,2,1,-1,2,7,2,1,388,True
5077,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1310,E00000017,5,-2,2,2,-2,3,6,3,-1,2,1,2,2,3996,True
2569,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4949,True
947,E00000014,5,-2,3,1,-2,1,1,1,-1,1,2,2,1,4950,True
2888,E00000026,5,-2,5,1,-2,1,3,1,-1,2,1,4,2,1781,True
3092,E00000027,5,-2,2,4,-2,3,6,3,-1,2,2,3,3,4699,True
2919,E00000026,5,-2,6,3,-2,2,2,1,-1,2,2,2,1,1175,False
5060,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1693,E00000020,5,-2,2,1,-2,1,3,1,-1,2,3,2,2,4951,True
4141,E00000035,5,-2,6,1,-2,1,1,1,-1,2,2,4,1,3758,True
1251,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2964,E00000026,5,-2,6,1,-2,1,4,2,-1,2,1,2,1,2497,True
3521,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
